"Time","reducirimagen-755894457-22b8b","reducirimagen-755894457-22l4p","reducirimagen-755894457-2mcqr","reducirimagen-755894457-2rnfz","reducirimagen-755894457-44z8b","reducirimagen-755894457-48746","reducirimagen-755894457-49272","reducirimagen-755894457-4phxb","reducirimagen-755894457-4sflv","reducirimagen-755894457-4tdct","reducirimagen-755894457-4v77p","reducirimagen-755894457-4wbdm","reducirimagen-755894457-4wl9c","reducirimagen-755894457-4z5zg","reducirimagen-755894457-54z9n","reducirimagen-755894457-5bkht","reducirimagen-755894457-5hxl2","reducirimagen-755894457-5l898","reducirimagen-755894457-5vd9b","reducirimagen-755894457-62h7j","reducirimagen-755894457-649pt","reducirimagen-755894457-6748j","reducirimagen-755894457-6fr4x","reducirimagen-755894457-6nwlz","reducirimagen-755894457-6rl2z","reducirimagen-755894457-767cn","reducirimagen-755894457-792tb","reducirimagen-755894457-7946m","reducirimagen-755894457-79vz2","reducirimagen-755894457-7ff68","reducirimagen-755894457-7h5m6","reducirimagen-755894457-7hkpx","reducirimagen-755894457-8c74r","reducirimagen-755894457-8hth4","reducirimagen-755894457-8sm9r","reducirimagen-755894457-8xnmn","reducirimagen-755894457-9dfsn","reducirimagen-755894457-9dmls","reducirimagen-755894457-9lnz9","reducirimagen-755894457-b26tq","reducirimagen-755894457-b7pw5","reducirimagen-755894457-c9v2m","reducirimagen-755894457-cnhmn","reducirimagen-755894457-cqffh","reducirimagen-755894457-cvn7b","reducirimagen-755894457-czrmh","reducirimagen-755894457-czxms","reducirimagen-755894457-dxprv","reducirimagen-755894457-f4j6n","reducirimagen-755894457-fd7qh","reducirimagen-755894457-fgkf2","reducirimagen-755894457-fjhz5","reducirimagen-755894457-fl9gc","reducirimagen-755894457-flktn","reducirimagen-755894457-flnmw","reducirimagen-755894457-flvxg","reducirimagen-755894457-fmqq6","reducirimagen-755894457-fqlfq","reducirimagen-755894457-ftrqg","reducirimagen-755894457-ftx9d","reducirimagen-755894457-fx99t","reducirimagen-755894457-fzgvn","reducirimagen-755894457-gdcx8","reducirimagen-755894457-gdm8k","reducirimagen-755894457-gpvnc","reducirimagen-755894457-gqpfd","reducirimagen-755894457-h4qk2","reducirimagen-755894457-h595r","reducirimagen-755894457-hcf62","reducirimagen-755894457-hctdp","reducirimagen-755894457-hgxdd","reducirimagen-755894457-hp9qb","reducirimagen-755894457-hrpt7","reducirimagen-755894457-j449d","reducirimagen-755894457-j68hx","reducirimagen-755894457-j6djd","reducirimagen-755894457-jc8r7","reducirimagen-755894457-jg8ch","reducirimagen-755894457-jgxtp","reducirimagen-755894457-jzf8x","reducirimagen-755894457-jzwgw","reducirimagen-755894457-k8bvs","reducirimagen-755894457-k9v7l","reducirimagen-755894457-kd57s","reducirimagen-755894457-kd5q9","reducirimagen-755894457-kfwhk","reducirimagen-755894457-l6mmx","reducirimagen-755894457-l7mvr","reducirimagen-755894457-lffd9","reducirimagen-755894457-lgjh6","reducirimagen-755894457-lj54z","reducirimagen-755894457-lkff9","reducirimagen-755894457-lkz6t","reducirimagen-755894457-lndwn","reducirimagen-755894457-lsqxg","reducirimagen-755894457-lzfdj","reducirimagen-755894457-m2wpw","reducirimagen-755894457-m8wx6","reducirimagen-755894457-mbh6z","reducirimagen-755894457-mbkwv","reducirimagen-755894457-mcrtx","reducirimagen-755894457-mdpnc","reducirimagen-755894457-mdqr4","reducirimagen-755894457-mlvc5","reducirimagen-755894457-mm96d","reducirimagen-755894457-mpfst","reducirimagen-755894457-mt98r","reducirimagen-755894457-n5wjb","reducirimagen-755894457-n9s4k","reducirimagen-755894457-n9vzx","reducirimagen-755894457-nc5dc","reducirimagen-755894457-nsbm7","reducirimagen-755894457-nx8s6","reducirimagen-755894457-p98s9","reducirimagen-755894457-pdj2k","reducirimagen-755894457-pgdvx","reducirimagen-755894457-phb9n","reducirimagen-755894457-phf2w","reducirimagen-755894457-pptw4","reducirimagen-755894457-q522b","reducirimagen-755894457-q52dx","reducirimagen-755894457-q5zbz","reducirimagen-755894457-q694x","reducirimagen-755894457-qjv6d","reducirimagen-755894457-qvtfs","reducirimagen-755894457-r88dz","reducirimagen-755894457-r8ld4","reducirimagen-755894457-r9j84","reducirimagen-755894457-rdh4g","reducirimagen-755894457-rmp8v","reducirimagen-755894457-rwwqt","reducirimagen-755894457-s2gj9","reducirimagen-755894457-s876g","reducirimagen-755894457-s9fn8","reducirimagen-755894457-s9wm9","reducirimagen-755894457-sprd5","reducirimagen-755894457-sqpd9","reducirimagen-755894457-t46mf","reducirimagen-755894457-t68sp","reducirimagen-755894457-tbtjz","reducirimagen-755894457-tdv8w","reducirimagen-755894457-th9t6","reducirimagen-755894457-tnz2k","reducirimagen-755894457-tvwfl","reducirimagen-755894457-v592r","reducirimagen-755894457-v6gnn","reducirimagen-755894457-vc2v2","reducirimagen-755894457-vgg48","reducirimagen-755894457-vgx2s","reducirimagen-755894457-vktn8","reducirimagen-755894457-vmjbd","reducirimagen-755894457-vrzbt","reducirimagen-755894457-vt2lx","reducirimagen-755894457-vtsqc","reducirimagen-755894457-vz2lk","reducirimagen-755894457-w8nf8","reducirimagen-755894457-w9bqp","reducirimagen-755894457-w9vgc","reducirimagen-755894457-wcsmj","reducirimagen-755894457-wfp6n","reducirimagen-755894457-wg6ph","reducirimagen-755894457-wgtft","reducirimagen-755894457-wnq2g","reducirimagen-755894457-wp9kt","reducirimagen-755894457-x5dzn","reducirimagen-755894457-x77c2","reducirimagen-755894457-x9264","reducirimagen-755894457-xdhjv","reducirimagen-755894457-xllqr","reducirimagen-755894457-xnn7j","reducirimagen-755894457-xqkj7","reducirimagen-755894457-xscpm","reducirimagen-755894457-z4kpn","reducirimagen-755894457-zbcl5","reducirimagen-755894457-zdl48","reducirimagen-755894457-zlkqz","reducirimagen-755894457-zn74j"
2025-01-29 21:18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,,,,,,,271 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,272 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MB,,,,,,,,,,,,127 MB,,,,,,,,,,,,,,,,,,,,,268 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2 MB,,,,,,,,135 MB,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,269 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:20:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0 MB,,,,,,,,135 MB,,,,,,,,,,,,132 MB,,,,,,,,,,,,,,,,,,,,,268 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,,,,,,,,,,,,132 MB,,,,,,,,,,,,,,,,,,,,,269 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,,,,,,,,,,,,132 MB,,,,,,,,,,,,,,,,,,,,,272 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,121 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,,,,,,,,,,274 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,127 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,,,,,,,,,,274 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 MB,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,129 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,0 B,,,,,,,,,275 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123 MB,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,130 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,93.2 MB,,,,,,,,,276 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,131 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,119 MB,,,,,,,,,277 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2 MB,
2025-01-29 21:24:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,130 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,120 MB,,,,,,,,,274 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4 MB,
2025-01-29 21:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,130 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,120 MB,,,,,,,,,269 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4 MB,
2025-01-29 21:25:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1 MB,,,,,,,,135 MB,130 MB,,,,,,,,,,,132 MB,,,,,,,,,,,,120 MB,,,,,,,,,271 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4 MB,
2025-01-29 21:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MB,,,,,,,,,,,,,,,,,,,,,,,120 MB,,,,,,,,,271 MB,,,,,,,,,,,,,,,,,,,,,,,,97.0 MB,,,,,,,92.4 MB,
2025-01-29 21:26:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MB,,,,,,,,,,,,,,,,,,,,,,,120 MB,,,,,,,,,271 MB,,,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,92.4 MB,
2025-01-29 21:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,130 MB,,,,,,,,,,,,,,,,,,,,,,,120 MB,,,,,,,,,272 MB,,,,,,,,,,,,,,,,,,,,,,,,140 MB,,,,,,,92.4 MB,
2025-01-29 21:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,130 MB,,,,,,,,,,,,,,,,,,,,,,,120 MB,,,,,,,,,272 MB,,,,,,,,,,,,,,,,,,,,,,,,144 MB,,,,,,,92.4 MB,
2025-01-29 21:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,,,130 MB,,,,,,,95.1 MB,,,,,,,,,,,,,,,,120 MB,,,,,,,,,272 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,92.4 MB,
2025-01-29 21:28:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,130 MB,,,,,,,104 MB,,,,,,,,,,,,,,,,120 MB,,,,,,,,,264 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,92.4 MB,
2025-01-29 21:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,130 MB,,,,,,,104 MB,,,,,,,,,,,,,,,,120 MB,,,,,,,,,264 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,92.4 MB,
2025-01-29 21:29:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,124 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7 MB,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:30:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107 MB,,,,,,,136 MB,,89.1 MB,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,266 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,125 MB,,,,,,,136 MB,,100 MB,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:31:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7 MB,,,,111 MB,,,,,,,136 MB,,104 MB,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1 MB,,,,111 MB,,,,,,,136 MB,,105 MB,,,84.0 MB,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:32:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,136 MB,,107 MB,,,88.1 MB,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,136 MB,,107 MB,,,88.1 MB,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,268 MB,,,,,,,,,,,,,,,,,,,,,,,,148 MB,,,,,,,,
2025-01-29 21:33:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,136 MB,,107 MB,,,88.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:34:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,167 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:35:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,194 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,267 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,195 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,196 MB,,,,,245 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:36:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,196 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MB,,,,,193 MB,,,,,232 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,112 MB,,,,,,,,,107 MB,,,88.1 MB,,196 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,232 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:37:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,237 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:38:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,157 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,96.0 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:39:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,178 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,136 MB,,,,,,,,,91.5 MB,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:40:00,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,156 MB,,,,,,,,,116 MB,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:40:30,,,,,,,,,,,,,,,,,,,,,,84.9 MB,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,160 MB,,,,,,,,,115 MB,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:41:00,,,,,,,,,,,,,,,,,,,,,,762 kB,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196 MB,,160 MB,,,,,,,,,115 MB,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,244 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:41:30,,,,,,,,,,,,,,,,,,,,,,762 kB,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 MB,,,,,,,,,115 MB,,,,,,,,,,,,,,,,,,,137 MB,,,,,672 kB,,,,,245 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:42:00,,,,,,,,,,,,,,,,,,,,,,762 kB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 MB,,,,,,,,,115 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:42:30,,,,,,,,,,,,,,,,,,,,,,762 kB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 MB,,,,,,,,,115 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 21:43:00,,,,,,,,,,,,,,,,,,,,,,762 kB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 MB,,,,,,,,,115 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
