Time;;22ll8;272s9;27lw4;28zvk;29z2z;428kh;46xmb;486ll;48l2j;4cz5c;4qv8w;4snrh;558vk;5bzng;5ds9w;5hm9v;5kkq9;5nvq5;5p9fq;5r9l5;5s9c2;6df8c;6mvqv;6pwtk;75r9p;7hqvm;7jlmr;7kqlm;7l9cn;7ltbf;7xdzb;87d9p;87s2c;88zt4;8fk9t;8hgnj;8tx27;8zvhf;94568;96pqv;96w9n;9dbsm;9qrqk;b9qrg;bbdld;bbnnk;bdwvx;c72lw;c8ws2;cksxf;cppl6;crj2t;csbpb;d7s5n;dffbb;dfh79;dzpwp;f9h54;fc6xz;fjlmw;fl782;fncvm;fwprt;gw4n5;gzrgj;h4flp;hbw9w;hgskq;hjsbt;hxbkv;hz9pb;j6slb;jfzqr;jjkbg;jzwjz;k7l6c;k8v45;kg2dz;kht4z;kmjtv;kmr84;l2b46;l79mt;lg8vm;lkjmh;lkt9z;llxw4;lz54x;m698r;mlfxr;mq6jv;mt8ql;nb485;npt2d;pfqgw;q4l7j;q57lq;qgckn;ql6g9;r8h4w;rc668;rcn8d;rh2hn;rkqt2;s6hbz;sqvtr;tb7tc;tmdrq;twtmx;txv4d;v28tw;v5j4h;vh2p5;vnflw;vnfqz;vqtn6;vzn65;wzgd9;xcld4;xctl5;xfqkb;xt5x4;xz44z;z4k9b;z5bsj;zbh2v;zc69n;zcq5c;zxfvd;zxxdr;;
3:11:20;3:11:20;;;;;;;;;;;;;;;;;;;;0.46%;;;;;;;;;;;;;0.36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;;0.32%;;;;;;;;;;;
3:11:40;3:11:40;;;;;;;;;;;;;;;;;;;;0.17%;;;;;;;;;;;;;0.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23%;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.20%;;;;;;;0.17%;;;;;;;;;;;
3:12:00;3:12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:12:20;3:12:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05%;;;;;;;;;;;
3:12:40;3:12:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.90%;;;;;;;;;;;
3:13:00;3:13:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.10%;;;;;;;;;;;
3:13:20;3:13:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;
3:13:40;3:13:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;
3:14:00;3:14:00;;;;;;;;;;;;;;;;;;;1.11%;;;;;;;;;;0.92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82%;;;;;;;;;;;
3:14:20;3:14:20;;;;;;;;;;;;;;;;;;;1.37%;;;;;;;;;;1.12%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;;;;;;;;;;
3:14:40;3:14:40;;;;;;;;;;;;;;;;;;;0.96%;;;;;;;;;;0.80%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89%;;;1.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.80%;;;;;;;;;;;
3:15:00;3:15:00;;;;;;;;;;;;;;;;;;;1.07%;;;;;;;;;;0.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.87%;;;1.30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.79%;;;;;;;;;;;
3:15:20;3:15:20;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:15:40;3:15:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52%;;;;;;;;;;;
3:16:00;3:16:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.92%;0.96%;;;;;;;;;;;
3:16:20;3:16:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38%;0.90%;;;;;;;;;;;
3:16:40;3:16:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.88%;0.70%;;;;;;;;;;;
3:17:00;3:17:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.74%;0.67%;;;;;;;;;;;
3:17:20;3:17:20;0.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.69%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62%;0.59%;;;;;;;;;;;
3:17:40;3:17:40;1.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53%;0.49%;;;;;;;;;;;
3:18:00;3:18:00;0.64%;;;;;0.62%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.54%;0.44%;;;;;;;;;;;
3:18:20;3:18:20;0.46%;;;;;0.79%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51%;0.33%;;;;;;;;;;;
3:18:40;3:18:40;0.34%;;;;;0.34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.24%;0.22%;;;;;;;;;;;
3:19:00;3:19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:19:20;3:19:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05%;;;;;;;;;;;
3:19:40;3:19:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.12%;;;;;;;;;;;;;;;;;;;;;;1.06%;;;;;;;;;;;
3:20:00;3:20:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.32%;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;
3:20:20;3:20:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05%;;;;;;;;;;;;1.13%;;;;;;;;;;0.70%;;;;;;;;;;;
3:20:40;3:20:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.06%;;;;;;;;;;;;1.29%;;;;;;;;;;0.97%;;;;;;;;;;;
3:21:00;3:21:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89%;;;;;;;;;;1.08%;;1.03%;;;;;;;;;;0.89%;;;;;;;;;;;
3:21:20;3:21:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.07%;;;;;;;;;;1.06%;;1.04%;;;;;;;;;;0.97%;;;;;;;;;;;
3:21:40;3:21:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;;;;;1.06%;;0.98%;;;;;;;;;;0.81%;;1.00%;;;;;;;;;
3:22:00;3:22:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.92%;;;;;;;;;;0.95%;;0.95%;;;;;;;;;;0.99%;;0.87%;;;;;;;;;
3:22:20;3:22:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;0.00%;;0.01%;;;;;;;;;;0.00%;;0.00%;;;;;;;;;
3:22:40;3:22:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;;;;;;;;
3:23:00;3:23:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.01%;;;;;;;;;;;
3:23:20;3:23:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70%;;;;;;;;;;;
3:23:40;3:23:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33%;;;;;;;;;;;;;;;0.65%;;;;;;;;;;;
3:24:00;3:24:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.56%;;;;;;;;;;;;;;;0.42%;;;;;;;;;;;
3:24:20;3:24:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53%;;;;;;;;;;;;;;;0.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51%;;;;;;;;;;;;;;;0.42%;;;;;;;;;;;
3:24:40;3:24:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36%;;;;;;;;;;;;;;;0.40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36%;;;;;;;;;;;;;;;0.29%;;;;;;;;;;;
3:25:00;3:25:00;;;;;;;;;;;;;;;;;;;;;;;;;0.37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.29%;;;;;;;;;;;;;;;0.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39%;;;;;;;;;;;;;;;0.33%;;;;;;;;;;;
3:25:20;3:25:20;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31%;;;;;;;;;;;;;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;;;;;;;;;;;;0.21%;;;;;;;;;;;
3:25:40;3:25:40;;;;;;;;;;;;;;;;;;;;;;;;;0.28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27%;;;;;;;;;;;;;;;0.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.20%;;;;;;;;;;;;;;;0.15%;;;;;;;;;;;
3:26:00;3:26:00;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:26:20;3:26:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;
3:26:40;3:26:40;;0.75%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:27:00;3:27:00;;0.79%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:27:20;3:27:20;;1.19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.80%;;;;;;1.02%;;;;;;;;;;;
3:27:40;3:27:40;;1.02%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;1.03%;;;;;;;;;;;
3:28:00;3:28:00;;0.70%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.72%;;;;;;;;;;;;;;;;;;;;;;;;1.05%;;;;;;1.00%;;;;;;;;;;;
3:28:20;3:28:20;;0.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;1.02%;;;;;;;;;;;
3:28:40;3:28:40;;0.80%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81%;;;;;;;;;;0.75%;;;;;;;;;;;;;;0.98%;;;;;;0.94%;;;;;;;;;;;
3:29:00;3:29:00;;0.87%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.08%;;;;;;;;;;1.01%;;;;;;;;;;;;;;0.97%;;;;;;0.88%;;;;;;;;;;;
3:29:20;3:29:20;;0.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10%;;;;;;;;;;0.22%;;;;;;;;;;;;;;0.24%;;;;;;0.15%;;;;;;;;;;;
3:29:40;3:29:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02%;;;;;;;;;;;
3:30:00;3:30:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.88%;;;;;;;;;;;
3:30:20;3:30:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.74%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.56%;;;;;;;;;;;
3:30:40;3:30:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51%;;;;;;;;;;;
3:31:00;3:31:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62%;;;;;0.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34%;;;;;;;;;;;
3:31:20;3:31:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.48%;;;;;0.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32%;;;;;;;;;;;
3:31:40;3:31:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46%;;;;;0.29%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.25%;;;;0.50%;;;;;;;
3:32:00;3:32:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.30%;;;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23%;;;;0.43%;;;;;;;
3:32:20;3:32:20;;;;;;;;0.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.24%;;;;;0.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16%;;;;0.33%;;;;;;;
3:32:40;3:32:40;;;;;;;;0.34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21%;;;;;0.21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;0.28%;;;;;;;
3:33:00;3:33:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:33:20;3:33:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.73%;;;;;;;;;;;
3:33:40;3:33:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:34:00;3:34:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:34:20;3:34:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:34:40;3:34:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:35:00;3:35:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:35:20;3:35:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:35:40;3:35:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:36:00;3:36:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
3:36:20;3:36:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.01%;;;;;;;;;;;
3:36:40;3:36:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:37:00;3:37:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66%;;;;;;;;;;;
3:37:20;3:37:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.78%;;;;;;;;;;;
3:37:40;3:37:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04%;;;;;;;;;;;
3:38:00;3:38:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31%;;;;;;;;;;;
3:38:20;3:38:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97%;;;;;;;;;;;
3:38:40;3:38:40;;;;;;;0.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46%;;;;;;;;;;;
3:39:00;3:39:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
3:39:20;3:39:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71%;;;;;;;;;;;
